ID,KEY,COUNT,AVG_POSITION
73704,JURISPRUDENCIA-SELECIONADA-73704,10,2.9
92994,JURISPRUDENCIA-SELECIONADA-92994,10,4.8
22115,JURISPRUDENCIA-SELECIONADA-22115,10,7.9
16918,JURISPRUDENCIA-SELECIONADA-16918,10,2.4
122672,JURISPRUDENCIA-SELECIONADA-122672,9,3.0
118913,JURISPRUDENCIA-SELECIONADA-118913,9,1.6666666666666665
123011,JURISPRUDENCIA-SELECIONADA-123011,9,3.111111111111111
122802,JURISPRUDENCIA-SELECIONADA-122802,9,2.0
21210,JURISPRUDENCIA-SELECIONADA-21210,9,2.666666666666667
83622,JURISPRUDENCIA-SELECIONADA-83622,9,4.444444444444445
102918,JURISPRUDENCIA-SELECIONADA-102918,9,4.444444444444445
21870,JURISPRUDENCIA-SELECIONADA-21870,9,4.888888888888889
20866,JURISPRUDENCIA-SELECIONADA-20866,9,1.5555555555555556
22095,JURISPRUDENCIA-SELECIONADA-22095,9,2.0
21088,JURISPRUDENCIA-SELECIONADA-21088,9,2.111111111111111
52562,JURISPRUDENCIA-SELECIONADA-52562,9,1.0
54852,JURISPRUDENCIA-SELECIONADA-54852,9,1.7777777777777777
137717,JURISPRUDENCIA-SELECIONADA-137717,9,1.1111111111111112
63630,JURISPRUDENCIA-SELECIONADA-63630,9,2.4444444444444446
1403,JURISPRUDENCIA-SELECIONADA-1403,9,3.0
17230,JURISPRUDENCIA-SELECIONADA-17230,9,3.111111111111111
105172,JURISPRUDENCIA-SELECIONADA-105172,9,2.0
33953,JURISPRUDENCIA-SELECIONADA-33953,9,6.333333333333333
8851,JURISPRUDENCIA-SELECIONADA-8851,9,2.0
106044,JURISPRUDENCIA-SELECIONADA-106044,9,1.8888888888888888
15885,JURISPRUDENCIA-SELECIONADA-15885,9,2.333333333333333
34323,JURISPRUDENCIA-SELECIONADA-34323,9,2.2222222222222223
34308,JURISPRUDENCIA-SELECIONADA-34308,9,1.0
18357,JURISPRUDENCIA-SELECIONADA-18357,9,2.333333333333333
31105,JURISPRUDENCIA-SELECIONADA-31105,9,2.4444444444444446
31106,JURISPRUDENCIA-SELECIONADA-31106,9,3.888888888888889
34108,JURISPRUDENCIA-SELECIONADA-34108,9,2.111111111111111
33928,JURISPRUDENCIA-SELECIONADA-33928,9,3.0
103374,JURISPRUDENCIA-SELECIONADA-103374,9,1.2222222222222223
18222,JURISPRUDENCIA-SELECIONADA-18222,9,2.2222222222222223
122153,JURISPRUDENCIA-SELECIONADA-122153,9,2.111111111111111
18192,JURISPRUDENCIA-SELECIONADA-18192,9,2.888888888888889
31788,JURISPRUDENCIA-SELECIONADA-31788,9,1.8888888888888888
33177,JURISPRUDENCIA-SELECIONADA-33177,9,3.5555555555555554
32572,JURISPRUDENCIA-SELECIONADA-32572,9,2.0
9254,JURISPRUDENCIA-SELECIONADA-9254,9,1.3333333333333333
70421,JURISPRUDENCIA-SELECIONADA-70421,9,1.4444444444444444
17288,JURISPRUDENCIA-SELECIONADA-17288,9,3.0
15197,JURISPRUDENCIA-SELECIONADA-15197,9,1.6666666666666665
100058,JURISPRUDENCIA-SELECIONADA-100058,9,6.111111111111111
41101,JURISPRUDENCIA-SELECIONADA-41101,9,3.3333333333333335
14526,JURISPRUDENCIA-SELECIONADA-14526,9,3.3333333333333335
43957,JURISPRUDENCIA-SELECIONADA-43957,9,3.6666666666666665
20497,JURISPRUDENCIA-SELECIONADA-20497,9,6.444444444444445
104180,JURISPRUDENCIA-SELECIONADA-104180,9,4.0
75314,JURISPRUDENCIA-SELECIONADA-75314,9,7.0
25230,JURISPRUDENCIA-SELECIONADA-25230,9,3.3333333333333335
110937,JURISPRUDENCIA-SELECIONADA-110937,9,2.5555555555555554
14890,JURISPRUDENCIA-SELECIONADA-14890,9,1.0
49135,JURISPRUDENCIA-SELECIONADA-49135,9,5.444444444444445
14895,JURISPRUDENCIA-SELECIONADA-14895,9,3.6666666666666665
75129,JURISPRUDENCIA-SELECIONADA-75129,9,3.4444444444444446
40133,JURISPRUDENCIA-SELECIONADA-40133,9,1.7777777777777777
19638,JURISPRUDENCIA-SELECIONADA-19638,9,1.6666666666666665
50537,JURISPRUDENCIA-SELECIONADA-50537,9,5.888888888888889
68070,JURISPRUDENCIA-SELECIONADA-68070,9,4.444444444444445
20498,JURISPRUDENCIA-SELECIONADA-20498,9,2.666666666666667
12354,JURISPRUDENCIA-SELECIONADA-12354,8,3.5
132460,JURISPRUDENCIA-SELECIONADA-132460,8,5.875
68510,JURISPRUDENCIA-SELECIONADA-68510,8,4.75
76612,JURISPRUDENCIA-SELECIONADA-76612,8,2.75
124291,JURISPRUDENCIA-SELECIONADA-124291,8,2.0
67011,JURISPRUDENCIA-SELECIONADA-67011,8,2.375
33905,JURISPRUDENCIA-SELECIONADA-33905,8,5.5
58835,JURISPRUDENCIA-SELECIONADA-58835,8,3.75
31028,JURISPRUDENCIA-SELECIONADA-31028,8,1.125
18394,JURISPRUDENCIA-SELECIONADA-18394,8,1.625
18409,JURISPRUDENCIA-SELECIONADA-18409,8,3.0
18860,JURISPRUDENCIA-SELECIONADA-18860,8,2.75
29350,JURISPRUDENCIA-SELECIONADA-29350,8,1.625
18889,JURISPRUDENCIA-SELECIONADA-18889,8,7.75
18891,JURISPRUDENCIA-SELECIONADA-18891,8,4.125
19084,JURISPRUDENCIA-SELECIONADA-19084,8,6.0
19398,JURISPRUDENCIA-SELECIONADA-19398,8,4.0
27797,JURISPRUDENCIA-SELECIONADA-27797,8,1.5
25669,JURISPRUDENCIA-SELECIONADA-25669,8,2.125
25428,JURISPRUDENCIA-SELECIONADA-25428,8,2.5
10009,JURISPRUDENCIA-SELECIONADA-10009,8,3.25
23581,JURISPRUDENCIA-SELECIONADA-23581,8,1.375
20512,JURISPRUDENCIA-SELECIONADA-20512,8,1.5
23137,JURISPRUDENCIA-SELECIONADA-23137,8,1.75
22944,JURISPRUDENCIA-SELECIONADA-22944,8,9.125
22785,JURISPRUDENCIA-SELECIONADA-22785,8,3.25
20908,JURISPRUDENCIA-SELECIONADA-20908,8,5.875
20970,JURISPRUDENCIA-SELECIONADA-20970,8,4.125
21924,JURISPRUDENCIA-SELECIONADA-21924,8,3.875
21827,JURISPRUDENCIA-SELECIONADA-21827,8,5.625
18359,JURISPRUDENCIA-SELECIONADA-18359,8,5.75
31072,JURISPRUDENCIA-SELECIONADA-31072,8,1.5
13657,JURISPRUDENCIA-SELECIONADA-13657,8,2.0
18082,JURISPRUDENCIA-SELECIONADA-18082,8,1.875
136866,JURISPRUDENCIA-SELECIONADA-136866,8,1.75
56445,JURISPRUDENCIA-SELECIONADA-56445,8,2.125
56317,JURISPRUDENCIA-SELECIONADA-56317,8,1.625
138784,JURISPRUDENCIA-SELECIONADA-138784,8,1.625
53328,JURISPRUDENCIA-SELECIONADA-53328,8,3.375
141840,JURISPRUDENCIA-SELECIONADA-141840,8,1.5
14453,JURISPRUDENCIA-SELECIONADA-14453,8,1.25
45324,JURISPRUDENCIA-SELECIONADA-45324,8,2.0
146081,JURISPRUDENCIA-SELECIONADA-146081,8,1.5
43660,JURISPRUDENCIA-SELECIONADA-43660,8,3.0
15171,JURISPRUDENCIA-SELECIONADA-15171,8,3.0
15178,JURISPRUDENCIA-SELECIONADA-15178,8,3.375
34927,JURISPRUDENCIA-SELECIONADA-34927,8,2.625
34240,JURISPRUDENCIA-SELECIONADA-34240,8,1.25
16947,JURISPRUDENCIA-SELECIONADA-16947,8,1.625
33814,JURISPRUDENCIA-SELECIONADA-33814,8,1.625
33077,JURISPRUDENCIA-SELECIONADA-33077,8,3.125
32642,JURISPRUDENCIA-SELECIONADA-32642,8,2.0
32625,JURISPRUDENCIA-SELECIONADA-32625,8,4.0
17992,JURISPRUDENCIA-SELECIONADA-17992,8,4.75
18036,JURISPRUDENCIA-SELECIONADA-18036,8,3.625
76845,JURISPRUDENCIA-SELECIONADA-76845,8,4.75
34993,JURISPRUDENCIA-SELECIONADA-34993,8,3.5
21286,JURISPRUDENCIA-SELECIONADA-21286,8,3.5
101905,JURISPRUDENCIA-SELECIONADA-101905,8,1.0
93013,JURISPRUDENCIA-SELECIONADA-93013,8,1.0
111333,JURISPRUDENCIA-SELECIONADA-111333,8,3.75
91254,JURISPRUDENCIA-SELECIONADA-91254,8,1.875
77927,JURISPRUDENCIA-SELECIONADA-77927,8,3.75
86494,JURISPRUDENCIA-SELECIONADA-86494,8,1.75
84548,JURISPRUDENCIA-SELECIONADA-84548,8,1.375
103548,JURISPRUDENCIA-SELECIONADA-103548,8,1.25
122027,JURISPRUDENCIA-SELECIONADA-122027,8,3.75
11611,JURISPRUDENCIA-SELECIONADA-11611,8,3.0
100676,JURISPRUDENCIA-SELECIONADA-100676,8,3.125
13688,JURISPRUDENCIA-SELECIONADA-13688,7,1.1428571428571428
38331,JURISPRUDENCIA-SELECIONADA-38331,7,2.7142857142857144
15253,JURISPRUDENCIA-SELECIONADA-15253,7,5.142857142857143
15768,JURISPRUDENCIA-SELECIONADA-15768,7,2.571428571428571
34768,JURISPRUDENCIA-SELECIONADA-34768,7,3.857142857142857
34709,JURISPRUDENCIA-SELECIONADA-34709,7,5.142857142857143
15836,JURISPRUDENCIA-SELECIONADA-15836,7,4.714285714285714
88847,JURISPRUDENCIA-SELECIONADA-88847,7,1.2857142857142856
34321,JURISPRUDENCIA-SELECIONADA-34321,7,6.0
34238,JURISPRUDENCIA-SELECIONADA-34238,7,1.8571428571428572
34204,JURISPRUDENCIA-SELECIONADA-34204,7,3.857142857142857
16873,JURISPRUDENCIA-SELECIONADA-16873,7,3.0
34101,JURISPRUDENCIA-SELECIONADA-34101,7,3.2857142857142856
16978,JURISPRUDENCIA-SELECIONADA-16978,7,1.2857142857142856
65904,JURISPRUDENCIA-SELECIONADA-65904,7,1.5714285714285714
33804,JURISPRUDENCIA-SELECIONADA-33804,7,2.0
17109,JURISPRUDENCIA-SELECIONADA-17109,7,3.142857142857143
17161,JURISPRUDENCIA-SELECIONADA-17161,7,4.571428571428571
17206,JURISPRUDENCIA-SELECIONADA-17206,7,2.0
13150,JURISPRUDENCIA-SELECIONADA-13150,7,3.0
79602,JURISPRUDENCIA-SELECIONADA-79602,7,8.0
32942,JURISPRUDENCIA-SELECIONADA-32942,7,3.857142857142857
93014,JURISPRUDENCIA-SELECIONADA-93014,7,2.0
32941,JURISPRUDENCIA-SELECIONADA-32941,7,3.0
64207,JURISPRUDENCIA-SELECIONADA-64207,7,1.0
85569,JURISPRUDENCIA-SELECIONADA-85569,7,2.571428571428571
5606,JURISPRUDENCIA-SELECIONADA-5606,7,2.2857142857142856
