INDEX_NAME,RETRIEVER_TYPE,RANKER_TYPE,NUM_EXPANSAO,EXPANSOR_CRITERIA,NDCG@5_count,NDCG@5_mean,NDCG@5_median,NDCG@10_count,NDCG@10_mean,NDCG@10_median,NDCG@15_count,NDCG@15_mean,NDCG@15_median,NDCG@20_count,NDCG@20_mean,NDCG@20_median,PRECISION@50_count,PRECISION@50_mean,PRECISION@50_median,RECALL@50_count,RECALL@50_mean,RECALL@50_median,PRECISION@100_count,PRECISION@100_mean,PRECISION@100_median,RECALL@100_count,RECALL@100_mean,RECALL@100_median
indir_juris_tcu_term,bm25,PTT5_INDIR_83,8,join_30_ptt5_indir,150,61.61286666666667,66.125,150,57.22806666666666,62.474999999999994,150,59.97286666666667,65.63,150,62.626333333333335,67.38,150,13.973333333333333,16.0,150,82.12796,90.4545,150,7.513333333333334,8.0,150,87.82728,100.0
indir_juris_tcu_term,bm25,PTT5_INDIR_83,7,join_30_ptt5_indir,150,60.918866666666666,66.08,150,56.8154,60.24,150,59.68846666666667,64.45,150,62.163000000000004,67.22,150,13.893333333333333,16.0,150,81.62532,90.0,150,7.526666666666666,8.0,150,87.90774,100.0
indir_juris_tcu_term,bm25,PTT5_INDIR_83,5,join_30_ptt5_indir,150,60.482866666666666,65.73,150,56.30479999999999,62.239999999999995,150,59.12846666666667,64.08,150,62.349199999999996,68.425,150,13.84,16.0,150,81.33945333333332,90.0,150,7.493333333333333,8.0,150,87.92895333333334,100.0
indir_juris_tcu_related_term,bm25,PTT5_INDIR_83,0,none,150,60.798,64.445,150,57.044466666666665,60.97,150,60.29919999999999,61.72,150,63.202400000000004,66.53999999999999,150,14.04,16.0,150,82.02048666666667,90.0,150,7.546666666666667,8.0,150,87.96527999999999,100.0
indir_juris_tcu_term,bm25,PTT5_INDIR_83,9,join_30_ptt5_indir,150,61.270399999999995,66.125,150,56.7584,61.34,150,59.42326666666666,65.63,150,62.01493333333333,67.755,150,14.0,16.0,150,82.28482666666667,90.0,150,7.526666666666666,8.0,150,87.98922666666667,100.0
indir_juris_tcu_term,bm25,PTT5_INDIR_83,10,join_30_ptt5_indir,150,61.287866666666666,66.08,150,56.7038,61.34,150,59.4806,65.63,150,61.85193333333334,67.535,150,13.986666666666666,16.0,150,82.22422,90.4545,150,7.546666666666667,8.0,150,88.18366666666667,100.0
indir_juris_tcu,bm25,PTT5_INDIR_83,1,join_30_ptt5_indir,150,67.61706666666666,72.27,150,62.69133333333334,67.28999999999999,150,66.15973333333334,71.30000000000001,150,69.09526666666667,73.985,150,14.4,16.0,150,84.13395333333334,90.909,150,7.58,8.0,150,88.21206666666666,100.0
indir_juris_tcu_term,bm25,PTT5_INDIR_83,3,join_30_ptt5_indir,150,62.675466666666665,68.755,150,57.79613333333334,62.43,150,61.535399999999996,66.095,150,64.04953333333333,69.46000000000001,150,14.0,16.0,150,82.30607333333333,90.909,150,7.546666666666667,8.0,150,88.41251333333334,100.0
indir_juris_tcu_term,bm25,PTT5_INDIR_83,2,join_30_ptt5_indir,150,63.58546666666666,71.63499999999999,150,59.3308,64.17,150,62.211666666666666,67.475,150,64.87586666666667,70.03,150,14.16,16.0,150,83.39536,91.28800000000001,150,7.566666666666666,8.0,150,88.72765333333332,100.0
indir_juris_tcu_term,bm25,PTT5_INDIR_83,1,join_30_ptt5_indir,150,63.984199999999994,70.66499999999999,150,60.21313333333333,65.155,150,63.68586666666666,69.50999999999999,150,66.1394,70.195,150,14.413333333333334,16.0,150,84.23956666666666,100.0,150,7.753333333333333,8.5,150,90.14658666666666,100.0
indir_juris_tcu_synonym,bm25,PTT5_INDIR_83,0,none,150,61.50153333333333,68.32499999999999,150,58.559133333333335,61.17,150,61.42613333333333,64.87,150,64.6768,68.5,150,14.613333333333333,16.0,150,85.59492,100.0,150,7.78,9.0,150,90.70487333333334,100.0
indir_juris_tcu,bm25,PTT5_INDIR_83,0,none,150,71.63553333333333,76.42,150,67.37726666666667,71.825,150,70.42506666666667,73.005,150,73.01253333333332,76.03,150,15.173333333333334,16.0,150,88.37729333333333,100.0,150,7.833333333333333,9.0,150,91.10758666666668,100.0
indir_juris_tcu_term,bm25,PTT5_INDIR_83,0,none,150,67.47319999999999,72.27,150,64.21213333333333,67.805,150,67.68353333333334,70.985,150,70.26566666666668,74.165,150,15.28,16.0,150,88.86933333333333,100.0,150,7.94,9.0,150,92.17636666666667,100.0
